ScoreFMMPAM_FID,CovCount,PointCount,ScoresWin,hwLenKM,Scores,VenueCnt,VALUE,YEAR,IsFMM,UserDaysPA,DaysPAFina,Sum_length,days_pa_km,IsPaM
1173,12,4,0.034893,1.791173,0.034893,2,1.1519,125,1,,,,,0
1174,12,1,0.002087,0.467851,0.002087,0,1.1519,125,1,,,,,0
1175,12,2,0.002792,1.399204,0.002792,2,0.0154,16,1,,,,,0
1176,12,3,0.019464,0.80278,0.019464,4,1.1519,125,1,,,,,0
1177,12,6,0.427072,2.341525,0.427072,5,1.1519,125,1,,,,,0
1178,12,4,0.020855,2.996903,0.020855,3,1.8346,174,1,,,,,0
1179,12,1,0.000447,2.184987,0.000447,1,0.0385,105,1,,,,,0
1180,12,1,0.001228,0.794953,0.001228,2,0.0385,105,1,,,,,0
1181,12,4,0.064045,0.975873,0.064045,2,1.8346,174,1,,,,,0
1182,12,1,0.00028,3.487834,0.00028,1,1.8346,174,1,,,,,0
1183,12,5,0.211752,1.180625,0.211752,3,1.8346,174,1,,,,,0
1184,12,2,0.001984,1.969307,0.001984,2,0.0038,2,1,,,,,0
1185,12,6,0.439903,2.273231,0.439903,2,0.0385,105,1,,,,,0
1186,12,7,5.338978,0.749207,5.338978,4,0.1269,36,1,,,,,0
1187,12,1,0.002679,0.364506,0.002679,1,0.0038,2,1,,,,,0
1188,12,1,0.000402,2.428946,0.000402,1,0.6885,230,1,,,,,0
1189,12,1,0.000747,1.307248,0.000747,1,0.0385,105,1,,,,,0
1190,12,4,0.088264,0.708106,0.088264,1,0.6885,230,1,,,,,0
1191,12,4,0.123434,0.506342,0.123434,3,0.6885,230,1,,,,,0
1192,12,6,0.215483,4.640747,0.215483,3,0.975,494,1,,,,,0
1193,12,5,0.308822,0.809529,0.308822,4,0.3365,88,1,,,,,0
1194,12,3,0.017643,0.885605,0.017643,0,0.3365,88,1,,,,,0
1195,12,2,0.003659,1.067535,0.003659,2,0.0019,4,1,,,,,0
1196,12,4,0.056371,1.108734,0.056371,3,0.0019,4,1,,,,,0
1197,12,1,0.000605,1.615264,0.000605,1,2.5365,204,1,,,,,0
1198,12,1,0.000291,3.359675,0.000291,1,0.975,494,1,,,,,0
1199,12,3,0.013743,1.136973,0.013743,4,0.3365,88,1,,,,,0
1200,12,5,0.230438,1.084892,0.230438,4,0.1923,236,1,,,,,0
1201,12,5,0.099798,2.505061,0.099798,2,6.8038,481,1,,,,,0
1202,12,1,0.001051,0.929442,0.001051,1,0.0692,506,1,,,,,0
1203,12,1,0.001128,0.865953,0.001128,1,0.0769,83,1,,,,,0
1204,12,5,0.07618,3.281693,0.07618,4,0.0654,5,1,,,,,0
1205,12,1,0.00909,0.107431,0.00909,0,,,0,,,,,0
1206,12,1,0,0,0,0,,,0,,,,,0
1207,12,7,1.422012,2.812916,1.422012,4,7.4038,775,1,,,,,0
1208,12,1,0.000247,3.957425,0.000247,0,2.2269,171,1,,,,,0
1209,12,1,0.000288,3.385943,0.000288,2,2.2269,171,1,,,,,0
1210,12,1,0.000959,1.018117,0.000959,1,0.0692,506,1,,,,,0
1211,12,3,0.024299,0.643021,0.024299,3,0.075,95,1,,,,,0
1212,12,2,0.001684,2.320055,0.001684,2,0.075,95,1,,,,,0
1213,12,1,0.000453,2.155061,0.000453,1,0.075,95,1,,,,,0
1214,12,3,0.031913,0.489619,0.031913,0,0.0712,291,1,,,,,0
1215,12,4,0.086489,0.722639,0.086489,0,0.0712,291,1,,,,,0
1216,12,2,0.003751,1.041395,0.003751,1,0.0712,291,1,,,,,0
1217,12,8,15.798365,1.012763,15.798373,6,,,0,,,,,0
1218,12,1,0.000857,1.138919,0.000857,1,,,0,,,,,0
1219,12,6,0.949176,1.053545,0.949176,2,,,0,,,,,0
1220,12,4,1.146516,0.054513,1.146514,4,,,0,,,,,0
1221,12,2,0.002047,1.908113,0.002047,2,1.2115,132,1,,,,,0
1222,12,7,2.160803,1.851164,2.160803,2,1.2115,132,1,,,,,0
1223,12,3,0.018266,0.855435,0.018266,1,7.4038,775,1,,,,,0
1224,12,1,0.000419,2.333035,0.000419,2,2.2058,144,1,,,,,0
1225,12,1,0.000672,1.452532,0.000672,1,0.0692,506,1,,,,,0
1226,12,6,0.521303,1.918269,0.521303,5,0.075,95,1,,,,,0
1227,12,3,0.021287,0.734021,0.021287,3,0.0712,291,1,,,,,0
1228,12,3,0.017541,0.890788,0.017541,1,,,0,,,,,0
1229,12,2,0.002475,1.578044,0.002475,3,1.2423,70,1,,,,,0
1230,12,1,0.000315,3.097576,0.000315,1,0.0269,60,1,,,,,0
1231,12,1,0.000963,1.014097,0.000963,1,0.0269,60,1,,,,,0
1232,12,2,0.006906,0.565601,0.006906,2,0,0,1,,,,,0
1233,12,1,0.000968,1.008611,0.000968,0,0.0288,80,1,,,,,0
1234,12,1,0.00211,0.4628,0.00211,0,0.0288,80,1,,,,,0
1235,12,1,0.003215,0.303758,0.003215,2,0.0692,506,1,,,,,0
1236,12,5,0.187896,1.330526,0.187896,2,0.0692,506,1,,,,,0
1237,12,1,0.000664,1.470249,0.000664,1,0.0712,291,1,,,,,0
1238,12,5,0.217783,1.147933,0.217783,3,,,0,,,,,0
1239,12,1,0.000339,2.884713,0.000339,1,,,0,,,,,0
1240,12,4,1.052366,0.05939,1.052359,0,,,0,,,,,0
1241,12,6,0.674833,1.481849,0.674833,5,,,0,,,,,0
1242,12,2,0.002829,1.381024,0.002829,2,0.0269,60,1,,,,,0
1243,12,1,0.000561,1.741851,0.000561,1,0.0269,60,1,,,,,0
1244,12,1,0.000964,1.01339,0.000964,1,0.4962,202,1,,,,,0
1245,12,5,0.340978,0.733185,0.340978,0,4.6788,383,1,,,,,0
1246,12,1,0.000862,1.133216,0.000862,1,0.0692,506,1,,,,,0
1247,12,4,0.052881,1.181891,0.052881,1,0.0692,506,1,,,,,0
1248,12,2,0.003632,1.075645,0.003632,4,0.0692,506,1,,,,,0
1249,12,4,0.045461,1.374803,0.045461,4,0.3962,265,1,,,,,0
1250,12,4,0.060765,1.028556,0.060765,1,0.0712,291,1,,,,,0
1251,12,5,0.189227,1.321164,0.189227,2,,,0,,,,,0
1252,12,2,0.002064,1.89246,0.002064,1,0.0827,12,1,,,,,0
1253,12,4,0.057475,1.087438,0.057475,1,5.5327,266,1,,,,,0
1254,12,1,0.000349,2.796921,0.000349,1,0.0269,60,1,,,,,0
1255,12,1,0.000573,1.703538,0.000573,1,0,0,1,,,,,0
1256,12,5,0.196004,1.275481,0.196004,3,0.4962,202,1,,,,,0
1257,12,3,0.009956,1.569387,0.009956,3,0.0038,26,1,,,,,0
1258,12,5,0.185331,1.348935,0.185331,5,5.6538,467,1,,,,,0
1259,12,4,0.062191,1.004969,0.062191,3,0.3962,265,1,,,,,0
1260,12,1,0.000954,1.024123,0.000954,1,0.3962,265,1,,,,,0
1261,12,4,0.041202,1.516918,0.041202,1,0.3962,265,1,,,,,0
1262,12,2,0.003624,1.077762,0.003624,2,,,0,,,,,0
1263,12,6,0.372438,2.685012,0.372438,2,0.0538,25,1,,,,,0
1264,12,1,0.000737,1.324194,0.000737,1,0.0538,25,1,,,,,0
1265,12,1,0.000919,1.062667,0.000919,1,0.4962,202,1,,,,,0
1266,12,4,0.065498,0.95423,0.065498,0,1.2288,104,1,,,,,0
1267,12,6,0.927412,1.078269,0.927412,4,5.6538,467,1,,,,,0
1268,12,1,0.001096,0.891167,0.001096,1,,,0,,,,,0
1269,12,2,0.003594,1.087025,0.003594,3,,,0,,,,,0
1270,12,2,0.00607,0.643564,0.00607,0,,,0,,,,,0
1271,12,1,0.000553,1.76459,0.000553,1,2.1173,2977,1,,,,,0
1272,12,1,0.00077,1.267818,0.00077,1,1.1731,170,1,,,,,0
1273,12,3,0.037976,0.411441,0.037976,4,,,0,,,,,0
1274,12,1,0.000918,1.063829,0.000918,0,,,0,,,,,0
1275,12,10,16.82,4.491708,56.993904,1,,,0,,,,,0
1276,12,3,0.017239,0.906399,0.017239,4,0.025,51,1,,,,,0
1277,12,3,0.034436,0.453735,0.034436,0,0.025,51,1,,,,,0
1278,12,2,0.002431,1.606717,0.002431,2,4.2385,405,1,,,,,0
1279,12,1,0.000835,1.169878,0.000835,3,,,0,,,,,0
1280,12,10,16.82,2.287094,111.93245,5,4.2385,405,1,,,,,0
1281,12,2,0.002632,1.483918,0.002632,2,0.0442,77,1,,,,,0
1282,12,1,0.000801,1.219115,0.000801,1,0.0442,77,1,,,,,0
1283,12,2,0.004321,0.904071,0.004321,1,0.3769,167,1,,,,,0
1284,12,1,0.002019,0.483677,0.002019,1,0.3769,167,1,,,,,0
1285,12,1,0.000731,1.336311,0.000731,1,0.1,15,1,,,,,0
1286,12,2,0.015354,0.254409,0.015354,0,0.4923,158,1,,,,,0
1287,12,6,0.420616,2.377468,0.420615,3,0.0865,168,1,,,,,0
1288,12,3,0.009965,1.568035,0.009965,1,1.1212,250,1,,,,,0
1289,12,4,0.058329,1.071509,0.058329,3,1.1212,250,1,,,,,0
1290,12,8,11.789959,1.357087,11.789955,3,2.4654,83,1,,,,,0
1291,12,2,0.002227,1.753814,0.002227,2,17.2904,1094,1,,,,,0
1292,12,8,9.607411,1.665381,9.607412,5,17.2904,1094,1,,,,,0
1293,12,1,0.000841,1.161297,0.000841,0,17.2904,1094,1,,,,,0
1294,12,7,2.201637,1.81683,2.201637,5,0.4923,158,1,,,,,0
1295,12,5,0.112885,2.214641,0.112885,5,0.2558,148,1,,,,,0
1296,12,4,0.027757,2.251659,0.027757,3,1.275,199,1,,,,,0
1297,12,2,0.001909,2.046576,0.001909,2,0.1058,24,1,,,,,0
1298,12,1,0.000605,1.614165,0.000605,1,1.4942,287,1,,,,,0
1299,12,5,0.564091,0.443191,0.564091,1,0.0596,10,1,,,,,0
1300,0,0,0,0.095714,0,0,0.05,6,1,,,,,0
1301,0,0,0,0.268047,0,0,0,0,1,,,,,0
1302,0,0,0,0.750479,0,0,0,0,1,,,,,0
1303,0,0,0,0.582221,0,0,0,0,1,,,,,0
1304,0,0,0,0.670368,0,0,0,0,1,,,,,0
1305,0,0,0,0.709367,0,0,2.3808,203,1,,,,,0
1306,0,0,0,1.398238,0,0,2.3808,203,1,,,,,0
1307,0,0,0,0.00228,0,0,2.3808,203,1,,,,,0
1308,0,0,0,1.368731,0,0,2.3808,203,1,,,,,0
1309,0,0,0,0.105961,0,0,0.0077,19,1,,,,,0
1310,0,0,0,1.361877,0,0,0.0077,19,1,,,,,0
1311,0,0,0,0.068532,0,0,0.0077,19,1,,,,,0
1312,0,0,0,1.394396,0,0,0.0077,19,1,,,,,0
1313,0,0,0,0.282017,0,0,0.0077,19,1,,,,,0
1314,0,0,0,0.757588,0,1,0.0077,19,1,,,,,0
1315,0,0,0,1.343005,0,0,0.0077,19,1,,,,,0
1316,0,0,0,1.020112,0,0,0.0077,19,1,,,,,0
1317,0,0,0,1.022739,0,0,0.0904,298,1,,,,,0
1318,0,0,0,0.81189,0,0,0.0904,298,1,,,,,0
1319,0,0,0,2.250186,0,0,0.0904,298,1,,,,,0
1320,0,0,0,0.949856,0,0,0.0269,36,1,,,,,0
1321,0,0,0,0.902055,0,0,0.0904,298,1,,,,,0
1322,0,0,0,0.351565,0,0,0.0904,298,1,,,,,0
1323,0,0,0,1.141929,0,0,0.0269,36,1,,,,,0
1324,0,0,0,2.930824,0,0,0.0269,36,1,,,,,0
1325,0,0,0,1.458896,0,0,0.0904,298,1,,,,,0
1326,0,0,0,0.999393,0,0,0.0269,36,1,,,,,0
1327,0,0,0,0.773248,0,0,0.0173,50,1,,,,,0
1328,0,0,0,1.757205,0,0,0.0904,298,1,,,,,0
1329,0,0,0,0.282966,0,0,0.0269,36,1,,,,,0
1330,0,0,0,0.209332,0,0,0.0269,36,1,,,,,0
1331,0,0,0,1.254933,0,0,0.0173,50,1,,,,,0
1332,0,0,0,1.303256,0,0,0.0173,50,1,,,,,0
1333,0,0,0,0.069106,0,0,0.0173,50,1,,,,,0
1334,0,0,0,1.84322,0,0,0.0269,36,1,,,,,0
1335,0,0,0,2.399686,0,0,0.0269,36,1,,,,,0
1336,0,0,0,1.054966,0,0,0.0269,36,1,,,,,0
1337,0,0,0,0.867717,0,0,0.0269,36,1,,,,,0
1338,0,0,0,0.586287,0,0,0.0269,26,1,,,,,0
1339,0,0,0,0.629761,0,0,0,0,1,,,,,0
1340,0,0,0,0.105328,0,0,0.075,27,1,,,,,0
1341,0,0,0,1.07104,0,0,0.075,27,1,,,,,0
1342,0,0,0,1.343789,0,1,0,0,1,,,,,0
1343,0,0,0,0.317919,0,0,0.0269,26,1,,,,,0
1344,0,0,0,0.273793,0,0,0.0077,4,1,,,,,0
1345,0,0,0,0.237779,0,0,0.0019,2,1,,,,,0
1346,0,0,0,2.622968,0,0,0,0,1,,,,,0
1347,0,0,0,1.600089,0,0,0,0,1,,,,,0
1348,0,0,0,1.503352,0,0,0,0,1,,,,,0
1349,0,0,0,0.286874,0,0,0.0269,26,1,,,,,0
1350,0,0,0,1.044519,0,0,0.0077,4,1,,,,,0
1351,0,0,0,1.203498,0,0,0.0077,4,1,,,,,0
1352,0,0,0,0.24282,0,0,0.0077,4,1,,,,,0
1353,0,0,0,0.595832,0,0,0.0019,2,1,,,,,0
1354,0,0,0,0.851103,0,0,0.0019,2,1,,,,,0
1355,0,0,0,1.567951,0,0,0,0,1,,,,,0
1356,0,0,0,1.193214,0,0,0,0,1,,,,,0
1357,0,0,0,0.154351,0,0,0.0077,4,1,,,,,0
1358,0,0,0,0.969126,0,0,0.0615,88,1,,,,,0
1359,0,0,0,0.944236,0,0,0.0115,5,1,,,,,0
1360,0,0,0,1.336305,0,0,0.0115,5,1,,,,,0
1361,0,0,0,0.383837,0,0,0,0,1,,,,,0
1362,0,0,0,1.090763,0,0,0,0,1,,,,,0
1363,0,0,0,0.914015,0,1,0,0,1,,,,,0
1364,0,0,0,1.044539,0,0,0.0615,88,1,,,,,0
1365,0,0,0,1.016845,0,0,0.0115,5,1,,,,,0
1366,0,0,0,0.446175,0,0,0,0,1,,,,,0
1367,0,0,0,0.144066,0,0,0.0615,88,1,,,,,0
1368,0,0,0,2.145427,0,0,0.0615,88,1,,,,,0
1369,0,0,0,0.477305,0,0,0,0,1,,,,,0
1370,0,0,0,1.290759,0,0,1.1519,125,1,,,,,0
1371,0,0,0,0.253146,0,0,0.0154,16,1,,,,,0
1372,0,0,0,0.676243,0,1,1.8346,174,1,,,,,0
1373,0,0,0,0.788838,0,0,0.1269,36,1,,,,,0
1374,0,0,0,1.633501,0,0,0.0038,2,1,,,,,0
1375,0,0,0,1.456087,0,0,0.0038,2,1,,,,,0
1376,0,0,0,1.038461,0,0,0.0038,2,1,,,,,0
1377,0,0,0,1.045518,0,0,0,0,1,,,,,0
1378,0,0,0,0.235137,0,0,0,0,1,,,,,0
1379,0,0,0,1.305972,0,0,0.0385,105,1,,,,,0
1380,0,0,0,0.071998,0,0,0.0385,105,1,,,,,0
1381,0,0,0,0.598143,0,0,1.8346,174,1,,,,,0
1382,0,0,0,1.230024,0,0,1.8346,174,1,,,,,0
1383,0,0,0,0.665633,0,0,0.0038,2,1,,,,,0
1384,0,0,0,1.126543,0,0,0.0019,4,1,,,,,0
1385,0,0,0,1.037913,0,0,0.0019,4,1,,,,,0
1386,0,0,0,0.176179,0,0,0.0019,4,1,,,,,0
1387,0,0,0,1.883275,0,0,0.6885,230,1,,,,,0
1388,0,0,0,1.06824,0,0,0.975,494,1,,,,,0
1389,0,0,0,1.545318,0,0,0.0385,105,1,,,,,0
1390,0,0,0,0.044633,0,0,0.1269,36,1,,,,,0
1391,0,0,0,1.243421,0,0,0.3365,88,1,,,,,0
1392,0,0,0,0.564788,0,0,0.3365,88,1,,,,,0
1393,0,0,0,3.653402,0,0,0.0019,4,1,,,,,0
1394,0,0,0,0.173133,0,0,0.0019,4,1,,,,,0
1395,0,0,0,1.452325,0,1,2.5365,204,1,,,,,0
1396,0,0,0,0.500969,0,0,0.975,494,1,,,,,0
1397,0,0,0,0.238151,0,0,0.975,494,1,,,,,0
1398,0,0,0,0.341421,0,0,0.0019,4,1,,,,,0
1399,0,0,0,0.384825,0,0,2.5365,204,1,,,,,0
1400,0,0,0,1.007193,0,0,0.975,494,1,,,,,0
1401,0,0,0,0.225275,0,0,0.975,494,1,,,,,0
1402,0,0,0,0.716959,0,0,0.0019,4,1,,,,,0
1403,0,0,0,1.017259,0,0,0.1923,236,1,,,,,0
1404,0,0,0,0.430684,0,0,0.1923,236,1,,,,,0
1405,0,0,0,0.860949,0,0,2.2269,171,1,,,,,0
1406,0,0,0,2.900658,0,0,2.2269,171,1,,,,,0
1407,0,0,0,3.054714,0,0,2.2269,171,1,,,,,0
1408,0,0,0,0.370125,0,0,0.0692,506,1,,,,,0
1409,0,0,0,0.780363,0,0,0.0769,83,1,,,,,0
1410,0,0,0,0.065664,0,0,7.4038,775,1,,,,,0
1411,0,0,0,0.410359,0,0,2.2269,171,1,,,,,0
1412,0,0,0,0.141549,0,0,2.2269,171,1,,,,,0
1413,0,0,0,0.067477,0,0,0.0692,506,1,,,,,0
1414,0,0,0,0.379462,0,0,0.0769,83,1,,,,,0
1415,0,0,0,1.167018,0,0,0.0769,83,1,,,,,0
1416,0,0,0,1.07588,0,0,0.0769,83,1,,,,,0
1417,0,0,0,1.006931,0,0,0.0712,291,1,,,,,0
1418,0,0,0,1.00659,0,0,,,0,,,,,0
1419,0,0,0,1.009867,0,0,,,0,,,,,0
1420,0,0,0,1.048245,0,0,,,0,,,,,0
1421,0,0,0,0.192102,0,0,,,0,,,,,0
1422,0,0,0,2.879126,0,0,,,0,,,,,0
1423,0,0,0,0.532949,0,0,,,0,,,,,0
1424,0,0,0,1.251116,0,0,,,0,,,,,0
1425,0,0,0,2.69216,0,0,1.2423,70,1,,,,,0
1426,0,0,0,2.734282,0,0,1.2115,132,1,,,,,0
1427,0,0,0,4.480208,0,0,2.2269,171,1,,,,,0
1428,0,0,0,2.272232,0,0,2.2269,171,1,,,,,0
1429,0,0,0,0.260627,0,0,0,0,1,,,,,0
1430,0,0,0,1.427716,0,0,0,0,1,,,,,0
1431,0,0,0,0.684986,0,0,0.075,95,1,,,,,0
1432,0,0,0,0.067835,0,0,0.075,95,1,,,,,0
1433,0,0,0,1.024966,0,0,0.0712,291,1,,,,,0
1434,0,0,0,1.129265,0,0,,,0,,,,,0
1435,0,0,0,0.290335,0,0,,,0,,,,,0
1436,0,0,0,0.188119,0,0,,,0,,,,,0
1437,0,0,0,4.136033,0,0,,,0,,,,,0
1438,0,0,0,0.270431,0,0,,,0,,,,,0
1439,0,0,0,1.456706,0,0,,,0,,,,,0
1440,0,0,0,0.628942,0,0,,,0,,,,,0
1441,0,0,0,0.212968,0,0,0.2615,42,1,,,,,0
1442,0,0,0,0.150821,0,2,1.2115,132,1,,,,,0
1443,0,0,0,0,0,0,,,0,,,,,0
1444,0,0,0,0.99601,0,0,2.2058,144,1,,,,,0
1445,0,0,0,1.489128,0,0,0,0,1,,,,,0
1446,0,0,0,1.078934,0,0,0.0288,80,1,,,,,0
1447,0,0,0,1.129224,0,0,0.0288,80,1,,,,,0
1448,0,0,0,1.40774,0,0,0.0038,26,1,,,,,0
1449,0,0,0,0.828425,0,0,,,0,,,,,0
1450,0,0,0,0.196464,0,0,,,0,,,,,0
1451,0,0,0,0.219,0,0,,,0,,,,,0
1452,0,0,0,0.849963,0,0,0.2615,42,1,,,,,0
1453,0,0,0,1.519042,0,0,1.2423,70,1,,,,,0
1454,0,0,0,0.35801,0,0,0.0269,60,1,,,,,0
1455,0,0,0,3.501477,0,0,2.2058,144,1,,,,,0
1456,0,0,0,3.020224,0,0,0,0,1,,,,,0
1457,0,0,0,0,0,0,,,0,,,,,0
1458,0,0,0,1.238894,0,0,0.0288,80,1,,,,,0
1459,0,0,0,0.258116,0,0,0.0288,80,1,,,,,0
1460,0,0,0,1.077427,0,0,3.6596,291,1,,,,,0
1461,0,0,0,0.081987,0,0,0.0038,26,1,,,,,0
1462,0,0,0,1.077679,0,0,0.0038,26,1,,,,,0
1463,0,0,0,0.373341,0,0,0.0712,291,1,,,,,0
1464,0,0,0,0.565281,0,0,,,0,,,,,0
1465,0,0,0,1.057012,0,0,,,0,,,,,0
1466,0,0,0,1.65278,0,0,,,0,,,,,0
1467,0,0,0,0.667085,0,1,,,0,,,,,0
1468,0,0,0,0.505486,0,0,0.0827,12,1,,,,,0
1469,0,0,0,1.038951,0,0,0.025,51,1,,,,,0
1470,0,0,0,0.398856,0,0,0,0,1,,,,,0
1471,0,0,0,0.226362,0,0,0.4962,202,1,,,,,0
1472,0,0,0,0.842902,0,0,0.0288,80,1,,,,,0
1473,0,0,0,1.043583,0,0,3.6596,291,1,,,,,0
1474,0,0,0,0.529896,0,3,4.6788,383,1,,,,,0
1475,0,0,0,0.236257,0,0,0.0038,26,1,,,,,0
1476,0,0,0,0.121781,0,0,0.0038,26,1,,,,,0
1477,0,0,0,0.4878,0,2,0.3962,265,1,,,,,0
1478,0,0,0,0.089974,0,1,,,0,,,,,0
1479,0,0,0,1.030763,0,0,,,0,,,,,0
1480,0,0,0,1.071964,0,0,,,0,,,,,0
1481,0,0,0,0.204049,0,0,,,0,,,,,0
1482,0,0,0,1.186526,0,0,,,0,,,,,0
1483,0,0,0,0.285469,0,0,,,0,,,,,0
1484,0,0,0,1.880216,0,0,0.0827,12,1,,,,,0
1485,0,0,0,1.326405,0,0,0.0538,25,1,,,,,0
1486,0,0,0,1.234691,0,0,2.1173,2977,1,,,,,0
1487,0,0,0,1.379992,0,0,0.025,51,1,,,,,0
1488,0,0,0,0.54203,0,0,0.025,51,1,,,,,0
1489,0,0,0,0.034558,0,0,0.4962,202,1,,,,,0
1490,0,0,0,0.204493,0,0,0.0038,26,1,,,,,0
1491,0,0,0,1.237156,0,0,0.0038,26,1,,,,,0
1492,0,0,0,0.781786,0,0,,,0,,,,,0
1493,0,0,0,0.675343,0,0,,,0,,,,,0
1494,0,0,0,0.31444,0,0,0.0827,12,1,,,,,0
1495,0,0,0,0.284471,0,0,0.0538,25,1,,,,,0
1496,0,0,0,2.039641,0,0,0.0538,25,1,,,,,0
1497,0,0,0,0,0,0,,,0,,,,,0
1498,0,0,0,1.986398,0,0,0.025,51,1,,,,,0
1499,0,0,0,0.419169,0,0,0.4962,202,1,,,,,0
1500,0,0,0,0.162236,0,0,0,0,1,,,,,0
1501,0,0,0,1.224126,0,0,1.2288,104,1,,,,,0
1502,0,0,0,1.153975,0,0,1.2288,104,1,,,,,0
1503,0,0,0,0.154274,0,2,1.2288,104,1,,,,,0
1504,0,0,0,1.028489,0,0,,,0,,,,,0
1505,0,0,0,1.04762,0,0,,,0,,,,,0
1506,0,0,0,0.54269,0,0,,,0,,,,,0
1507,0,0,0,0.479151,0,0,,,0,,,,,0
1508,0,0,0,1.018758,0,0,,,0,,,,,0
1509,0,0,0,1.21786,0,0,0.025,51,1,,,,,0
1510,0,0,0,0.031622,0,0,4.2385,405,1,,,,,0
1511,0,0,0,1.518384,0,0,0.3769,167,1,,,,,0
1512,0,0,0,1.151065,0,0,0.3769,167,1,,,,,0
1513,0,0,0,3.000243,0,0,0.0442,77,1,,,,,0
1514,0,0,0,0.670633,0,0,0.0442,77,1,,,,,0
1515,0,0,0,1.327134,0,0,0.0596,7,1,,,,,0
1516,0,0,0,0.015606,0,0,0.0442,77,1,,,,,0
1517,0,0,0,1.080403,0,0,0.1135,17,1,,,,,0
1518,0,0,0,0.092666,0,0,0.1,15,1,,,,,0
1519,0,0,0,1.880907,0,0,0.1,15,1,,,,,0
1520,0,0,0,0.947486,0,0,0.1135,17,1,,,,,0
1521,0,0,0,0.321007,0,0,0.1135,17,1,,,,,0
1522,0,0,0,0.791307,0,0,0.1,15,1,,,,,0
1523,0,0,0,1.648738,0,0,0.1,15,1,,,,,0
1524,0,0,0,1.214515,0,0,0.0269,15,1,,,,,0
1525,0,0,0,1.027096,0,0,0.0269,15,1,,,,,0
1526,0,0,0,0.082942,0,0,0.0865,168,1,,,,,0
1527,0,0,0,1.473083,0,0,0.1135,17,1,,,,,0
1528,0,0,0,0.709967,0,0,0.0269,15,1,,,,,0
1529,0,0,0,0.137,0,0,0.0865,168,1,,,,,0
1530,0,0,0,2.094631,0,0,0.0865,168,1,,,,,0
1531,0,0,0,1.900883,0,0,0.0865,168,1,,,,,0
1532,0,0,0,0.103912,0,0,0.0058,4,1,,,,,0
1533,0,0,0,0.295843,0,0,1.4942,287,1,,,,,0
1534,0,0,0,0.763012,0,0,0.4923,158,1,,,,,0
1535,0,0,0,0.111816,0,0,0.0865,168,1,,,,,0
1536,0,0,0,0.418802,0,0,0.0865,168,1,,,,,0
1537,0,0,0,0.12942,0,0,1.275,199,1,,,,,0
1538,0,0,0,0.874354,0,0,0.1058,24,1,,,,,0
1539,0,0,0,1.125449,0,0,1.4942,287,1,,,,,0
1540,0,0,0,0.21307,0,0,17.2904,1094,1,,,,,0
1541,0,0,0,1.664636,0,0,1.275,199,1,,,,,0
1542,0,0,0,0.187289,0,0,0.1058,24,1,,,,,0
1543,0,0,0,2.204354,0,0,,,0,,,,,0
1544,0,0,0,1.543847,0,0,,,0,,,,,0
1545,0,0,0,2.115249,0,0,,,0,,,,,0
1546,0,0,0,1.715251,0,0,,,0,,,,,0
1547,0,0,0,0.782152,0,0,,,0,,,,,0
1548,0,0,0,2.605441,0,0,,,0,,,,,0
1549,0,0,0,0.167224,0,0,,,0,,,,,0
1550,0,0,0,1.186963,0,0,,,0,,,,,0
1551,0,0,0,0.964739,0,0,,,0,,,,,0
1552,0,0,0,1.240751,0,0,,,0,,,,,0
1553,0,0,0,1.111124,0,0,,,0,0,0,0,0,1
1554,0,0,0,7.187732,0,0,,,0,0,0,0,0,1
1555,0,0,0,1.877319,0,0,,,0,0,0,0,0,1
1556,0,0,0,2.344117,0,0,,,0,,,,,0
1557,0,0,0,3.7256,0,0,,,0,,,,,0
